year,journal,authorPosition,countrypred,genderpred,racepred,afftypepred
2008,Journal of Computer-Mediated Communication,1,DE,M,White,Non Education
2008,Journal of Computer-Mediated Communication,2,DE,M,White,Education
2008,Journal of Computer-Mediated Communication,1,US,M,Middle Eastern,Education
2008,Journal of Computer-Mediated Communication,1,US,F,White,Education
2008,Journal of Computer-Mediated Communication,2,US,M,White,Education
2008,Journal of Computer-Mediated Communication,1,IR,F,White,Education
2008,Journal of Computer-Mediated Communication,2,AU,M,White,Education
2008,Journal of Computer-Mediated Communication,3,IR,M,Middle Eastern,Education
2008,Journal of Computer-Mediated Communication,4,AU,M,White,Education
2008,Journal of Computer-Mediated Communication,1,PT,M,Hispanic,Non Education
2008,Journal of Computer-Mediated Communication,2,UK,M,White,Non Education
2008,Journal of Computer-Mediated Communication,3,IL,M,White,Education
2008,Journal of Computer-Mediated Communication,4,UK,M,White,Education
2008,Journal of Computer-Mediated Communication,1,US,F,White,Education
2008,Journal of Computer-Mediated Communication,2,US,F,White,Education
2008,Journal of Computer-Mediated Communication,3,KR,F,Asian,Education
2008,Journal of Computer-Mediated Communication,4,US,F,White,Education
2008,Journal of Computer-Mediated Communication,1,ES,M,Asian,Education
2008,Journal of Computer-Mediated Communication,2,CZ,M,White,Education
2008,Journal of Computer-Mediated Communication,3,ES,M,Hispanic,Education
2008,Journal of Computer-Mediated Communication,1,KR,M,Asian,Education
2008,Journal of Computer-Mediated Communication,2,GB,M,White,Education
2008,Journal of Computer-Mediated Communication,1,US,F,White,Education
2008,Journal of Computer-Mediated Communication,2,US,F,White,Education
2008,Journal of Computer-Mediated Communication,3,US,F,White,Education
2008,Journal of Computer-Mediated Communication,4,US,F,White,Education
2008,Journal of Computer-Mediated Communication,1,US,M,White,Education
2008,Journal of Computer-Mediated Communication,1,US,M,White,Education
2008,Journal of Computer-Mediated Communication,2,US,M,White,Education
2008,Journal of Computer-Mediated Communication,1,US,M,White,Education
2008,Journal of Computer-Mediated Communication,2,GB,M,Asian,Education
2008,Journal of Computer-Mediated Communication,1,US,M,Asian,Education
2008,Journal of Computer-Mediated Communication,2,US,M,White,Education
2008,Journal of Computer-Mediated Communication,1,US,M,White,Education
2008,Journal of Computer-Mediated Communication,2,US,M,Asian,Non Education
2008,Journal of Computer-Mediated Communication,3,US,M,White,Education
2008,Journal of Computer-Mediated Communication,1,US,F,Asian,Education
2008,Journal of Computer-Mediated Communication,2,US,M,White,Education
2008,Journal of Computer-Mediated Communication,3,US,F,White,Education
2008,Journal of Computer-Mediated Communication,4,US,M,White,Education
2008,Journal of Computer-Mediated Communication,1,US,M,White,Education
2008,Journal of Computer-Mediated Communication,1,US,F,Black,Education
2008,Journal of Computer-Mediated Communication,2,US,M,Black,Education
2008,Journal of Computer-Mediated Communication,1,CH,M,White,Education
2008,Journal of Computer-Mediated Communication,2,FR,M,White,Education
2008,Journal of Computer-Mediated Communication,3,DE,F,White,Education
2008,Journal of Computer-Mediated Communication,1,US,F,Middle Eastern,Education
2008,Journal of Computer-Mediated Communication,2,US,M,White,Education
2008,Journal of Computer-Mediated Communication,1,US,F,Asian,Education
2008,Journal of Computer-Mediated Communication,1,US,M,White,Education
2008,Journal of Computer-Mediated Communication,1,US,M,White,Education
2008,Journal of Computer-Mediated Communication,2,US,M,White,Education
2008,Journal of Computer-Mediated Communication,1,US,M,Asian,Education
2008,Journal of Computer-Mediated Communication,1,US,M,White,Education
2008,Journal of Computer-Mediated Communication,2,US,M,White,Education
2008,Journal of Computer-Mediated Communication,3,US,F,White,Education
2008,Journal of Computer-Mediated Communication,4,US,M,White,Education
2008,Journal of Computer-Mediated Communication,1,US,F,White,Education
2008,Journal of Computer-Mediated Communication,2,US,M,White,Education
2008,Journal of Computer-Mediated Communication,3,US,F,White,Education
2008,Journal of Computer-Mediated Communication,4,US,F,White,Education
2008,Journal of Computer-Mediated Communication,5,US,F,White,Education
2008,Journal of Computer-Mediated Communication,1,US,F,White,Education
2008,Journal of Computer-Mediated Communication,2,US,F,White,Education
2008,Journal of Computer-Mediated Communication,1,US,M,White,Education
2008,Journal of Computer-Mediated Communication,2,US,M,White,Education
2008,Journal of Computer-Mediated Communication,1,CA,M,White,Education
2008,Journal of Computer-Mediated Communication,2,CA,F,White,Education
2008,Journal of Computer-Mediated Communication,3,CA,M,Middle Eastern,Education
2008,Journal of Computer-Mediated Communication,4,CA,M,White,Education
2008,Journal of Computer-Mediated Communication,1,US,F,White,Education
2008,Journal of Computer-Mediated Communication,2,US,F,White,Education
2008,Journal of Computer-Mediated Communication,1,US,M,White,Education
2008,Journal of Computer-Mediated Communication,1,US,M,White,Education
2008,Journal of Computer-Mediated Communication,2,US,F,White,Education
2008,Journal of Computer-Mediated Communication,3,US,F,Hispanic,Education
2007,Journal of Computer-Mediated Communication,1,IN,M,White,Non Education
2007,Journal of Computer-Mediated Communication,1,US,M,Black,Education
2007,Journal of Computer-Mediated Communication,2,US,M,White,Education
2007,Journal of Computer-Mediated Communication,1,US,F,White,Education
2007,Journal of Computer-Mediated Communication,1,AU,M,White,Education
2007,Journal of Computer-Mediated Communication,2,AU,F,Asian,Education
2007,Journal of Computer-Mediated Communication,3,FR,M,White,Non Education
2007,Journal of Computer-Mediated Communication,1,SG,M,Asian,Education
2007,Journal of Computer-Mediated Communication,2,SG,F,Asian,Non Education
2007,Journal of Computer-Mediated Communication,3,SG,F,Asian,Non Education
2007,Journal of Computer-Mediated Communication,4,SG,M,White,Non Education
2007,Journal of Computer-Mediated Communication,5,SG,F,Asian,Non Education
2007,Journal of Computer-Mediated Communication,1,US,M,White,Education
2007,Journal of Computer-Mediated Communication,2,DK,F,White,Education
2007,Journal of Computer-Mediated Communication,3,US,F,White,Education
2007,Journal of Computer-Mediated Communication,4,US,F,Asian,Education
2007,Journal of Computer-Mediated Communication,1,US,M,White,Education
2007,Journal of Computer-Mediated Communication,2,US,M,Asian,Education
2007,Journal of Computer-Mediated Communication,1,DE,F,White,Education
2007,Journal of Computer-Mediated Communication,1,US,M,Asian,Education
2007,Journal of Computer-Mediated Communication,2,US,M,White,Education
2007,Journal of Computer-Mediated Communication,3,US,F,White,Education
2007,Journal of Computer-Mediated Communication,1,US,F,Asian,Education
2007,Journal of Computer-Mediated Communication,1,US,F,White,Education
2007,Journal of Computer-Mediated Communication,1,US,M,Asian,Education
2007,Journal of Computer-Mediated Communication,1,PH,F,White,Education
2007,Journal of Computer-Mediated Communication,1,KR,F,Asian,Education
2007,Journal of Computer-Mediated Communication,2,KR,F,Asian,Education
2007,Journal of Computer-Mediated Communication,1,US,F,Black,Education
2007,Journal of Computer-Mediated Communication,1,US,F,White,Education
2007,Journal of Computer-Mediated Communication,1,US,F,White,Education
2007,Journal of Computer-Mediated Communication,1,US,F,White,Education
2007,Journal of Computer-Mediated Communication,2,US,M,White,Education
2007,Journal of Computer-Mediated Communication,3,US,M,White,Education
2007,Journal of Computer-Mediated Communication,1,NL,F,White,Education
2007,Journal of Computer-Mediated Communication,2,NL,M,White,Education
2007,Journal of Computer-Mediated Communication,1,KR,M,Asian,Education
2007,Journal of Computer-Mediated Communication,2,KR,M,Asian,Education
2007,Journal of Computer-Mediated Communication,3,KR,M,Asian,Education
2007,Journal of Computer-Mediated Communication,4,US,M,White,Education
2007,Journal of Computer-Mediated Communication,1,US,M,White,Education
2007,Journal of Computer-Mediated Communication,2,US,M,White,Education
2007,Journal of Computer-Mediated Communication,1,US,M,White,Education
2007,Journal of Computer-Mediated Communication,2,US,M,White,Education
2007,Journal of Computer-Mediated Communication,1,JP,M,White,Education
2007,Journal of Computer-Mediated Communication,2,CR,M,Asian,Education
2007,Journal of Computer-Mediated Communication,1,GB,M,Middle Eastern,Education
2007,Journal of Computer-Mediated Communication,2,IL,M,White,Education
2007,Journal of Computer-Mediated Communication,3,US,F,White,Education
2007,Journal of Computer-Mediated Communication,1,AU,M,White,Education
2007,Journal of Computer-Mediated Communication,1,US,F,White,Non Education
2007,Journal of Computer-Mediated Communication,1,ZA,F,White,Education
2007,Journal of Computer-Mediated Communication,2,ZA,F,White,Education
2007,Journal of Computer-Mediated Communication,3,ZA,M,White,Education
2007,Journal of Computer-Mediated Communication,1,US,M,Asian,Education
2007,Journal of Computer-Mediated Communication,1,US,F,White,Education
2007,Journal of Computer-Mediated Communication,1,DE,M,White,Education
2007,Journal of Computer-Mediated Communication,1,US,M,Asian,Education
2007,Journal of Computer-Mediated Communication,2,US,M,White,Education
2007,Journal of Computer-Mediated Communication,1,JP,F,Asian,Education
2007,Journal of Computer-Mediated Communication,2,JP,F,Asian,Education
2007,Journal of Computer-Mediated Communication,1,GB,F,White,Education
2007,Journal of Computer-Mediated Communication,2,GB,F,White,Education
2007,Journal of Computer-Mediated Communication,1,CH,M,White,Education
2007,Journal of Computer-Mediated Communication,2,DE,F,White,Education
2007,Journal of Computer-Mediated Communication,3,DE,F,White,Education
2007,Journal of Computer-Mediated Communication,4,DE,M,White,Education
2007,Journal of Computer-Mediated Communication,1,US,M,Asian,Education
2007,Journal of Computer-Mediated Communication,2,US,F,White,Education
2007,Journal of Computer-Mediated Communication,3,US,M,White,Education
2007,Journal of Computer-Mediated Communication,4,US,F,Hispanic,Education
2007,Journal of Computer-Mediated Communication,5,US,F,White,Education
2007,Journal of Computer-Mediated Communication,6,US,F,White,Education
2007,Journal of Computer-Mediated Communication,1,CA,F,White,Education
2007,Journal of Computer-Mediated Communication,2,CA,M,White,Education
2007,Journal of Computer-Mediated Communication,1,US,M,White,Education
2007,Journal of Computer-Mediated Communication,2,US,F,White,Education
2007,Journal of Computer-Mediated Communication,1,GB,F,White,Education
2007,Journal of Computer-Mediated Communication,1,CA,F,Asian,Education
2007,Journal of Computer-Mediated Communication,2,CA,M,Asian,Education
2007,Journal of Computer-Mediated Communication,1,IL,F,White,Education
2007,Journal of Computer-Mediated Communication,1,CA,M,White,Education
2007,Journal of Computer-Mediated Communication,1,JP,M,Asian,Education
2007,Journal of Computer-Mediated Communication,1,JP,M,Asian,Education
2007,Journal of Computer-Mediated Communication,2,JP,M,Asian,Education
2007,Journal of Computer-Mediated Communication,1,JP,M,Asian,Education
2007,Journal of Computer-Mediated Communication,1,US,F,White,Education
2007,Journal of Computer-Mediated Communication,1,EG,F,Asian,Education
2007,Journal of Computer-Mediated Communication,1,AU,F,Asian,Education
2007,Journal of Computer-Mediated Communication,2,AU,M,White,Education
2007,Journal of Computer-Mediated Communication,3,AU,F,Asian,Education
2007,Journal of Computer-Mediated Communication,1,GB,M,White,Education
2007,Journal of Computer-Mediated Communication,1,US,M,White,Education
2007,Journal of Computer-Mediated Communication,2,US,F,Asian,Education
2007,Journal of Computer-Mediated Communication,1,US,F,White,Education
2007,Journal of Computer-Mediated Communication,1,US,M,White,Education
2007,Journal of Computer-Mediated Communication,2,US,M,White,Education
2007,Journal of Computer-Mediated Communication,3,US,F,White,Education
