doi,url,title,journal,authorName,gscholarLink,firstName,gender,gender_prob,gender_basedon,genderAgree,gender_api,gender_accu,gender_samples,lastName,race,affiliation,ror_affname,ror_id,ror_afftype,us_state,ror_country
10.1111/j.1083-6101.2005.tb00276.x,https://academic.oup.com/jcmc/article/10/4/JCMC10413/4614475,Instant Messaging for Collaboration: a Case Study of a High-Tech Firm,Journal of Computer-Mediated Communication,Anabel Quan-Haase,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anabel+Quan-Haase,Anabel,female,0.99,8071,True,female,99,7285,Quan-Haase,white,"1 A professor at the University of Western Ontario in the Faculty of Information and Media Studies and the Department of Sociology. Her research investigates social networks, community, communication technology, and social change. She has been a Fellow of the Knowledge Media Design Institute and the McLuhan Programme in Culture and Technology. Her articles on Internet-related social and organizational change have been published in journals such as American Behavioral Scientist, Journal of Computer Mediated Communication, and Analyse and Kritik.",College of Social and Media Culture,https://ror.org/04wfkgd43,Education,,PL
10.1111/j.1083-6101.2008.00424.x,https://academic.oup.com/jcmc/article/13/4/912/4583538,The Blog is Serving Its Purpose: Self-Presentation Strategies on 38pitches.com.,Journal of Computer-Mediated Communication,Jimmy Sanderson,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jimmy+Sanderson,Jimmy,male,0.98,41244,True,male,98,36002,Sanderson,white,"1 Department of Communication Studies Arizona State University West PO Box 37100 Phoenix, Arizona 85069",Arizona State University,https://ror.org/03efmqc40,Education,,US
10.1111/j.1753-9137.2009.01037.x,https://academic.oup.com/ccc/article/2/2/234/4067419,Critical Media Industry Studies: A Research Approach,"Communication, Culture and Critique",Serra Tinic,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Serra+Tinic,Serra,female,0.76,1256,True,female,79,783,Tinic,white,"3 Media Studies, Department of Sociology, University of Alberta, Edmonton, AB T6G 2H4",Alberta Hospital Edmonton,https://ror.org/03nw9hs25,Healthcare,Alberta,CA
10.1111/j.1753-9137.2009.01041.x,https://academic.oup.com/ccc/article/2/3/339/3952772,Antiracist and Multicultural Discourses in European Public Service Broadcasting: Celebrating Consumable Differences in the Prix Europa Iris Media Prize,"Communication, Culture and Critique",Karina Horsti,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Karina+Horsti,Karina,female,0.98,29586,True,female,98,22685,Horsti,white,"1 CEREN-Centre for Research on Ethnic Relations and Nationalism, University of Helsinki, Helsinki, Finland",University of Helsinki,https://ror.org/040af2s02,Education,,FI
10.1111/j.1468-2885.2005.tb00336.x,https://academic.oup.com/ct/article/15/3/266/4110467,The Textual Pendulum,Communication Theory,Oren Soffer,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Oren+Soffer,Oren,male,0.93,481,True,male,96,678,Soffer,white,"1 The author is a lecturer in the School of Languages, Linguistics, and Cultures, University of Manchester, UK.",Institute of Languages and Cultures of the Mediterranean and the Near East,https://ror.org/02qeh6420,Facility,,ES
10.1111/jcc4.12063,https://academic.oup.com/jcmc/article/19/4/780/4067523,The Communicative Functions of Emoticons in Workplace E-Mails: :-)*,Journal of Computer-Mediated Communication,Karianne Skovholt,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Karianne+Skovholt,Karianne,female,1,88,True,female,100,124,Skovholt,white,"1 Vestfold University College, Norway",Vestfold University College,https://ror.org/00zcy2665,Education,,NO
10.1111/j.1460-2466.1981.tb01226.x,https://academic.oup.com/joc/article/31/2/37/4371905,How Do Jurors Reach a Verdict?,Journal of Communication,Bert Pryor,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bert+Pryor,Bert,male,0.97,9442,True,male,98,7084,Pryor,white,"1 K. Phillip Taylor and Raymond W. Buchanan are Professors and Bert Pryor is Associate Professor, all in the Department of Communication at the University of Central Florida",University of Florida,https://ror.org/02y3ad647,Education,,US
10.1111/j.1083-6101.2009.01483.x,https://academic.oup.com/jcmc/article/14/4/1108/4583569,Exploring Relationships between Traditional and New Media Literacies: British Preteen Texters at School,Journal of Computer-Mediated Communication,Beverly Plester,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Beverly+Plester,Beverly,female,0.96,3274,True,female,97,3844,Plester,white,"1 Coventry University, England",Coventry University,https://ror.org/01tgmhj36,Education,,GB
10.1111/j.1460-2466.1965.tb01322.x,https://academic.oup.com/joc/article/15/1/14/4569133,So They Listened: The Effects of a Listening Program,Journal of Communication,Paul M. Hollingsworth,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Paul+Hollingsworth,Paul,male,0.99,148099,True,male,99,140849,Hollingsworth,white,"1 Dr. Hollingsworth is an Instructor in Education at Arizona State University, Tempe, Arizona",Arizona State University,https://ror.org/03efmqc40,Education,,US
10.1111/jcom.12153,https://academic.oup.com/joc/article/65/3/443/4082302,"Parent and Child Media Exposure, Preschooler Dietary Intake, and Preschooler Healthy-Meal Schemas in the Context of Food Insecurity",Journal of Communication,Kristen Harrison,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kristen+Harrison,Kristen,female,0.85,1525,True,female,97,9419,Harrison,white,"1 Department of Communication Studies and Research Center for Group Dynamics, Institute for Social Research, University of Michigan, Ann Arbor, MI, 48104, USA",University of Michigan–Ann Arbor,https://ror.org/00jmfr291,Education,,US
10.1111/j.1468-2958.2003.tb00837.x,https://academic.oup.com/hcr/article/29/2/210/4331414,Self-Construal Scales Lack Validity,Human Communication Research,Rie Ohashi,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Rie+Ohashi,Rie,female,0.92,1333,True,female,86,751,Ohashi,Asian,"1 Timothy R. Levine, Mary Jiang Bresnahan, Hee Sun Park, Michigan State University",Michigan State University,https://ror.org/05hs6h993,Education,,US
10.1093/hcr/hqz020,https://academic.oup.com/hcr/article/46/4/385/5841400,Team Coordination in Uncertain Environments: The Role of Processual Communication Networks,Human Communication Research,Alex Yahja,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alex+Yahja,Alex,male,0.9,411319,True,male,92,247706,Yahja,white,"National Center for Super Computing,  University of Illinois , Urbana-Champaign, IL 61801,  USA",University of Illinois Urbana-Champaign,https://ror.org/047426m28,Education,,US
10.1111/j.1460-2466.1999.tb02795.x,https://academic.oup.com/joc/article/49/2/86/4110078,Mutual Shaping of Users and Technologies in a National Virtual Community,Journal of Communication,Pablo J. Boczkowski,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Pablo+Boczkowski,Pablo,male,0.99,76709,True,male,99,51159,Boczkowski,white,"1 Department of Science and Technology Studies, Cornell University, USA",Department of Science and Technology,https://ror.org/05tgxx705,Government,,PH
10.1111/j.1460-2466.1977.tb01811.x,https://academic.oup.com/joc/article/27/1/158/4553962,Gossip and Marketplace Psychology,Journal of Communication,Ralph L. Rosnow,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ralph+Rosnow,Ralph,male,0.99,10130,True,male,99,8958,Rosnow,white,"1 Ralph Rosnow is Professor of Psychology at Temple University and co-author of Rumor and Gossip: The Social Psychology of Hearsay (Elsevier, 1976)",Institute of Social and Political Psychology,https://ror.org/049z73212,Education,,UA
10.1111/j.1083-6101.2006.00316.x,https://academic.oup.com/jcmc/article/12/1/88/4582988,Cultural Differences in Collaborative Authoring of Wikipedia,Journal of Computer-Mediated Communication,Ulrike Pfeil,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ulrike+Pfeil,Ulrike,female,0.97,5228,True,female,88,3314,Pfeil,white,"1 Centre for Human-Computer Interaction Design, School of Informatics City University, London",Human Computer Interaction (Switzerland),https://ror.org/036dv6j71,Company,,CH
10.1111/j.1468-2958.1985.tb00060.x,https://academic.oup.com/hcr/article/11/4/554/4587802,Systematic Biases in Coded Social Interaction Data,Human Communication Research,Dean E. Hewes,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dean+Hewes,Dean,male,0.98,13192,True,male,98,14854,Hewes,white,"1 Dean E. Hewes (Ph. D., Florida State University) is an associate professor of speech communication at the University of Illinois, Urbana-Champaign",University of Illinois Urbana-Champaign,https://ror.org/047426m28,Education,,US
10.1111/j.1460-2466.1980.tb02031.x,https://academic.oup.com/joc/article/30/4/219/4372022,Communication as Complement,Journal of Communication,Robert E. Jacobson,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Jacobson,Robert,male,0.99,177418,True,male,99,145540,Jacobson,white,"1 School of Architecture and Urban Planning at the University of California, Los Angeles","University of California, Los Angeles",https://ror.org/046rm7j60,Education,,US
10.1111/j.1460-2466.1998.tb02762.x,https://academic.oup.com/joc/article/48/3/107/4108139,The Role of Radio in the Rwandan Genocide,Journal of Communication,H. Leslie Steeves,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=H.+Steeves,H.,,0,0,False,male,73,623,Steeves,white,"1 School of Journalism and Communication, University of Oregon, USA",Makhanlal Chaturvedi National University of Journalism and Communication,https://ror.org/02dvskw32,Education,Madhya Pradesh,IN
10.1111/j.1460-2466.1969.tb00835.x,https://academic.oup.com/joc/article/19/2/105/4560945,"Values, Modes and Domains of Inquiry into Communication",Journal of Communication,Klaus Krppendorff,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Klaus+Krppendorff,Klaus,male,0.98,17301,True,male,98,13207,Krppendorff,white,"1 Klaus Krippendorff is assistant professor at The Annenberg School of Communications, University of Pennsylvania. He received his Ph.D. in communication from the University of Illinois in 1967. With primary interest in methodology he is trying to develop and apply Cybernetic models of social communication processes. He has also done research using content analysis both as object and technique of inquiry",He University,https://ror.org/00x4qp065,Education,,CN
10.1093/joc/jqab013,https://academic.oup.com/joc/article/71/3/478/6238575,Developing and Validating the Communication Resilience Processes Scale,Journal of Communication,Kai Kuang,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kai+Kuang,Kai,male,0.93,17357,True,male,96,28964,Kuang,Asian,"Department of Communication Studies, Bloomsburg University of Pennsylvania , Bloomsburg, PA 17815,  USA",Bloomsburg University,https://ror.org/007dga614,Education,Pennsylvania,US
10.1093/hcr/hqz011,https://academic.oup.com/hcr/article/45/4/474/5602353,Older Adults’ Recalled Memorable Messages about Aging and Their Associations with Successful Aging,Human Communication Research,Quinten S Bernhold,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Quinten+Bernhold,Quinten,male,0.97,333,True,male,100,1969,Bernhold,white,"School of Communication Studies , University of Tennessee, Knoxville, TN 37996, USA",University of Tennessee at Knoxville,https://ror.org/020f3ap87,Education,Tennessee,US
10.1093/joc/jqab011,https://academic.oup.com/joc/article/71/3/431/6282524,Theorizing Chemical Rhetoric: Toward an Articulation of Chemistry as a Public Vocabulary,Journal of Communication,Robin E Jensen,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robin+Jensen,Robin,male,0.93,34003,True,male,75,32295,Jensen,white,"Department of Communication, University of Utah , Salt Lake City, UT 84112,  USA",Salt Lake Community College,https://ror.org/029z7h505,Education,Utah,US
10.1111/j.1468-2958.2007.00304.x,https://academic.oup.com/hcr/article/33/3/379/4210780,An Experimental Investigation of Source Confusion in Televised Messages: News versus Advertisements,Human Communication Research,Narine S. Yegiyan,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Narine+Yegiyan,Narine,female,0.97,454,True,female,97,208,Yegiyan,white,"1 Department of Telecommunications, Indiana University, Bloomington, IN 47405-5501",Indiana University Bloomington,https://ror.org/02k40bc56,Education,Indiana,US
10.1111/hcre.12097,https://academic.oup.com/hcr/article/43/1/102/4067696,Tailoring the Mode of Information Presentation: Effects on Younger and Older Adults' Attention and Recall of Online Information,Human Communication Research,Julia C. M. van Weert,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Julia+Weert,Julia,female,0.97,106666,True,female,97,57688,Weert,white,"1 Amsterdam School of Communication Research (ASCoR), University of Amsterdam, The Netherlands,",University of Amsterdam,https://ror.org/04dkp9463,Education,Noord-Holland,NL
10.1111/j.1468-2958.1993.tb00323.x,https://academic.oup.com/hcr/article/20/2/245/4564875,"Verbal Aggression in Marriages: A Comparison of Violent, Distressed but Nonviolent, and Nondistressed Couples",Human Communication Research,Dominic A. Infante,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dominic+Infante,Dominic,male,0.98,9906,True,male,98,9763,Infante,hispanic,2 Dominic A. Infante is Professor of Communication Studies at Kent State University,Kent State University at Ashtabula,https://ror.org/05az7em54,Education,Ohio,US
10.1111/j.1460-2466.1990.tb02247.x,https://academic.oup.com/joc/article/40/1/9/4210527,Is It Lonely at the Top?: Career Success and Personal Relationships,Journal of Communication,Robert A. Bell,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Bell,Robert,male,0.99,177418,True,male,99,145540,Bell,white,"1 the Department of Rhetoric and Communication, University of California, Davis","University of California, Davis",https://ror.org/05rrcem69,Education,California,US
10.1111/jcc4.12034,https://academic.oup.com/jcmc/article/19/1/102/4067525,Overcoming the “Ideology of Openness”: Probing the Affordances of Social Media for Organizational Knowledge Sharing,Journal of Computer-Mediated Communication,Jennifer L. Gibbs,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jennifer+Gibbs,Jennifer,female,0.98,90255,True,female,98,88317,Gibbs,white,"1 Rutgers University, School of Communication and Information, New Brunswick, NJ 08901",University of New Brunswick,https://ror.org/05nkf0n29,Education,New Brunswick,CA
10.1111/j.1468-2958.2008.00333.x,https://academic.oup.com/hcr/article/34/4/572/4210806,Cognitive Biases and Nonverbal Cue Availability in Detecting Deception,Human Communication Research,Renee E. Strom,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Renee+Strom,Renee,female,0.89,3998,True,female,95,8819,Strom,white,"3 Department of Communication Studies, St. Cloud State University, St. Cloud, MN 56301",St. Cloud State University,https://ror.org/016czhx14,Education,Minnesota,US
10.1111/j.1460-2466.1989.tb01032.x,https://academic.oup.com/joc/article/39/2/95/4210556,News Media Use and Adolescents' Information about Nuclear Issues: A Soviet-American Comparison,Journal of Communication,Nikolai Popov,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nikolai+Popov,Nikolai,male,0.99,2511,True,male,100,4736,Popov,white,3 Nikolai Popov is a Research Scientist at the All Union Center for Public Opinion Research in Moscow,Egyptian Center for Public Opinion Research Baseera,https://ror.org/02bzmps39,Nonprofit,,EG
10.1111/cccr.12177,https://academic.oup.com/ccc/article/10/4/675/4662973,Mediated Conflict: Shiite Heroes Combating ISIS in Iraq and Syria,"Communication, Culture and Critique",Ahmed Al-Rawi,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ahmed+Al-Rawi,Ahmed,male,0.98,139051,True,male,98,156410,Al-Rawi,white,"1 Department of Communication Studies, Concordia University, Montreal, QC H3G 1M8, Canada",Quincy College,https://ror.org/03ej8cj80,Education,Massachusetts,US
